,Name of Movie,Star1,Star2,Star3,Votes,Genre1,Genre2,Genre3,Gross_Collection,Popularity,Certification
853,Mr. & Mrs. Smith,Brad Pitt,Angelina Jolie,Adam Brody," 83,775 ",Action,Comedy,Crime,"$186,336,279","1,513",PG-13
854,Mandy,Nicolas Cage,Andrea Riseborough,Linus Roache," 86,302 ",Action,Fantasy,Horror,"$1,233,694","1,664",Not Rated
855,12 Strong,Chris Hemsworth,Michael Shannon,Michael Peña," 91,256 ",Action,Drama,History,-,"1,696",R
856,Under Siege,Steven Seagal,Gary Busey,Tommy Lee Jones," 134,575 ",Action,Thriller,-,Color,"1,698",R
857,Cliffhanger,Sylvester Stallone,John Lithgow,Michael Rooker," 217,168 ",Action,Adventure,Thriller,"$84,049,211","1,823",R
858,The Chronicles of Narnia: Prince Caspian,Ben Barnes,Skandar Keynes,Georgie Henley," 59,032",Action,Adventure,Family,Color,"1,902",PG
859,Flash Gordon,Sam J. Jones,Melody Anderson,Max von Sydow," 369,074 ",Action,Adventure,Sci-Fi,"$27,107,960","1,911",PG
860,Terminator Salvation,Christian Bale,Sam Worthington,Anton Yelchin," 165,996 ",Action,Adventure,Sci-Fi,SDDSDolby DigitalDTS,"2,075",PG-13
861,Sin City: A Dame to Kill For,Mickey Rourke,Jessica Alba,Josh Brolin," 283,621 ",Action,Crime,Thriller,Black and WhiteColor,"2,112",R
862,Olympus Has Fallen,Gerard Butler,Aaron Eckhart,Morgan Freeman," 175,350 ",Action,Thriller,-,Color,"2,177",R
863,Rambo: First Blood Part II,Sylvester Stallone,Richard Crenna,Charles Napier," 59,755 ",Action,Adventure,Thriller,"$150,415,432","2,236",R
864,The Rocketeer,Billy Campbell,Jennifer Connelly,Alan Arkin," 199,337 ",Action,Adventure,Family,2.39 : 1,"2,286",PG
865,Tomorrow Never Dies,Pierce Brosnan,Jonathan Pryce,Michelle Yeoh," 279,899 ",Action,Adventure,Thriller,Color,"2,316",PG-13
866,Kick-Ass 2,Aaron Taylor-Johnson,Chloë Grace Moretz,Christopher Mintz-Plasse," 172,511 ",Action,Comedy,Crime,Color,"2,336",R
867,The Perfect Storm,George Clooney,Mark Wahlberg,John C. Reilly," 165,261 ",Action,Adventure,Drama,Color,"2,484",PG-13
868,The Mechanic,Jason Statham,Ben Foster,Donald Sutherland," 166,990 ",Action,Crime,Thriller,Color,"2,515",R
869,Bad Boys for Life,Will Smith,Martin Lawrence,Vanessa Hudgens," 341,533 ",Action,Comedy,Crime,-,"2,595",R
870,The Interview,James Franco,Seth Rogen,Randall Park," 191,756 ",Action,Adventure,Comedy,SDDSDatasatDolby DigitalDolby Surround 7.1,"2,813",R
871,Swordfish,John Travolta,Hugh Jackman,Halle Berry," 172,627 ",Action,Crime,Thriller,DTSDolby DigitalSDDS,"2,871",R
872,The Man in the Iron Mask,Leonardo DiCaprio,Jeremy Irons,John Malkovich," 99,204 ",Action,Adventure,Drama,Color,"2,944",PG-13
873,The Spiderwick Chronicles,Freddie Highmore,Sarah Bolger,David Strathairn," 135,432 ",Action,Adventure,Drama,Color,"3,013",PG
874,Nerve,Emma Roberts,Dave Franco,Emily Meade," 110,094 ",Action,Adventure,Crime,-,"3,118",PG-13
875,Diamonds Are Forever,Sean Connery,Jill St. John,Charles Gray," 202,665 ",Action,Adventure,Thriller,Color,"3,282",GP
876,Air Force One,Harrison Ford,Gary Oldman,Glenn Close," 103,914 ",Action,Drama,Thriller,"$172,956,409","3,316",R
877,Never Back Down,Sean Faris,Djimon Hounsou,Amber Heard," 222,691 ",Action,Drama,Sport,Color,"3,318",PG-13
878,Get Smart,Steve Carell,Anne Hathaway,Alan Arkin," 109,266 ",Action,Adventure,Comedy,SDDSDTSDolby Digital,"3,398",PG-13
879,Octopussy,Roger Moore,Maud Adams,Louis Jourdan," 124,553 ",Action,Adventure,Thriller,Color,"3,438",PG
880,Beverly Hills Cop II,Eddie Murphy,Judge Reinhold,Jürgen Prochnow," 107,587 ",Action,Comedy,Crime,-,"3,572",R
881,The Forbidden Kingdom,Jackie Chan,Jet Li,Michael Angarano," 109,461 ",Action,Adventure,Fantasy,Color,"3,599",PG-13
882,U.S. Marshals,Tommy Lee Jones,Wesley Snipes,Robert Downey Jr.," 67,446 ",Action,Crime,Thriller,Color,"3,745",PG-13
883,Peppermint,Jennifer Garner,John Gallagher Jr.,John Ortiz," 113,544 ",Action,Thriller,-,Color,"3,824",R
884,Safe,Jason Statham,Catherine Chan,Chris Sarandon," 245,367 ",Action,Crime,Thriller,-,"3,964",R
885,National Treasure: Book of Secrets,Nicolas Cage,Diane Kruger,Justin Bartha," 37,650 ",Action,Adventure,Mystery,"$219,964,115","4,088",PG
886,Young Guns II,Emilio Estevez,Kiefer Sutherland,Lou Diamond Phillips," 124,417 ",Action,Drama,Western,Color,"4,142",PG-13
887,A Walk Among the Tombstones,Liam Neeson,Dan Stevens,David Harbour," 83,748 ",Action,Crime,Drama,Color,"4,289",R
888,Space Cowboys,Clint Eastwood,Tommy Lee Jones,Donald Sutherland," 163,871 ",Action,Adventure,Thriller,-,"4,535",PG-13
