,Name of Movie,Star1,Star2,Star3,Votes,Genre1,Genre2,Genre3,Gross_Collection,Popularity,Certification
49,Vikram Vedha,Madhavan,Vijay Sethupathi,Shraddha Srinath," 106,781 ",Action,Crime,Drama,Color,"4,613",Not Rated
50,Yojimbo,Toshirô Mifune,Eijirô Tôno,Tatsuya Nakadai," 125,919",Action,Drama,Thriller,Black and White,"4,897",Not Rated
51,Uri: The Surgical Strike,Vicky Kaushal,Paresh Rawal,Mohit Raina," 67,411 ",Action,Drama,History,-,-,Not Rated
52,Baahubali 2: The Conclusion,Prabhas,Rana Daggubati,Anushka Shetty," 91,652",Action,Drama,-,Color,-,Not Rated
53,K.G.F: Chapter 1,Yash,Srinidhi Shetty,Ramachandra Raju," 52,494 ",Action,Crime,Drama,Color,-,Not Rated
54,Rangasthalam 1985,Ram Charan,Samantha Ruth Prabhu,Aadhi," 26,158 ",Action,Drama,-,-,-,Not Rated
55,Sherlock Jr.,Buster Keaton,Kathryn McGuire,Joe Keaton," 109,190",Action,Comedy,Romance,-,-,Passed
56,The Mountain II,Caglar Ertugrul,Ufuk Bayraktar,Ahu Türkpençe," 37,052 ",Action,Drama,War,Color,-,-
57,Paan Singh Tomar,Irrfan Khan,Mahie Gill,Rajesh Abhay," 1,030,766 ",Action,Biography,Crime,Color,-,Not Rated
58,Mad Max: Fury Road,Tom Hardy,Charlize Theron,Nicholas Hoult," 1,154,245 ",Action,Adventure,Sci-Fi,"$154,109,060",163,R
59,Pirates of the Caribbean: The Curse of the Black Pearl,Johnny Depp,Geoffrey Rush,Orlando Bloom," 788,349 ",Action,Adventure,Fantasy,"$305,413,918",269,PG-13
60,Blade Runner,Harrison Ford,Rutger Hauer,Sean Young," 419,415 ",Action,Drama,Sci-Fi,"$32,914,489",290,R
61,Ford v Ferrari,Matt Damon,Christian Bale,Jon Bernthal," 885,861 ",Action,Biography,Drama,Color,344,PG-13
62,The Terminator,Arnold Schwarzenegger,Linda Hamilton,Michael Biehn," 788,029 ",Action,Sci-Fi,-,United KingdomUnited States,360,R
63,Logan,Hugh Jackman,Patrick Stewart,Dafne Keen," 761,789 ",Action,Drama,Sci-Fi,Color,650,R
64,How to Train Your Dragon,Jay Baruchel,Gerard Butler,Christopher Mintz-Plasse," 595,493 ",Animation,Action,Adventure,Color,748,PG
65,Rush,Daniel Brühl,Chris Hemsworth,Olivia Wilde," 491,363 ",Action,Biography,Drama,Color,937,R
66,"Lock, Stock and Two Smoking Barrels",Jason Flemyng,Dexter Fletcher,Nick Moran," 482,007 ",Action,Comedy,Crime,Color,"1,009",R
67,Warrior,Tom Hardy,Nick Nolte,Joel Edgerton," 209,339 ",Action,Drama,Sport,Color,"1,321",PG-13
68,The Iron Giant,Eli Marienthal,Harry Connick Jr.,Jennifer Aniston," 58,621",Animation,Action,Adventure,Dolby DigitalSDDSDTSDolby,"1,939",PG
69,Neon Genesis Evangelion: The End of Evangelion,Megumi Ogata,Megumi Hayashibara,Yûko Miyamura," 57,090",Animation,Action,Drama,Color,"4,960",TV-MA
70,The General,Buster Keaton,Marion Mack,Glen Cavender," 91,975 ",Action,Adventure,Comedy,Silent,-,Passed
71,Bajrangi Bhaijaan,Salman Khan,Harshaali Malhotra,Nawazuddin Siddiqui," 93,925 ",Action,Adventure,Comedy,-,-,Not Rated
72,Sholay,Sanjeev Kumar,Dharmendra,Amitabh Bachchan," 40,473",Action,Adventure,Comedy,-,-,Not Rated
73,The Hidden Fortress,Toshirô Mifune,Misa Uehara,Minoru Chiaki," 34,298",Action,Adventure,Drama,-,-,Not Rated
74,White Heat,James Cagney,Virginia Mayo,Edmond O'Brien," 80,235",Action,Crime,Drama,-,-,Not Rated
75,A Wednesday,Anupam Kher,Naseeruddin Shah,Veerendra Saxena," 30,492",Action,Crime,Drama,Color,-,Not Rated
76,Sarfarosh,Aamir Khan,Naseeruddin Shah,Sonali Bendre," 26,232",Action,Drama,Thriller,-,-,Not Rated
77,Major,Adivi Sesh,Prakash Raj,Revathi," 69,446",Action,Biography,Drama,Color,-,-
78,Hera Pheri,Akshay Kumar,Suniel Shetty,Paresh Rawal," 28,340",Action,Comedy,Crime,-,-,Not Rated
79,Thuppakki,Joseph Vijay,Kajal Aggarwal,Vidyut Jammwal," 35,923",Action,Thriller,-,-,-,Not Rated
80,Kaththi,Joseph Vijay,Samantha Ruth Prabhu,Neil Nitin Mukesh," 190,955",Action,Drama,-,-,-,Not Rated
81,John Wick: Chapter 4,Keanu Reeves,Laurence Fishburne,George Georgiou," 1,219,591 ",Action,Crime,Thriller,United StatesGermany,3,R
82,Guardians of the Galaxy,Chris Pratt,Vin Diesel,Bradley Cooper," 679,591 ",Action,Adventure,Comedy,"$333,718,600",59,PG-13
83,Dune,Timothée Chalamet,Rebecca Ferguson,Zendaya," 604,432 ",Action,Adventure,Drama,"$108,327,830",80,PG-13
84,Blade Runner 2049,Harrison Ford,Ryan Gosling,Ana de Armas," 1,068,560 ",Action,Drama,Mystery,Color,149,R
85,Deadpool,Ryan Reynolds,Morena Baccarin,T.J. Miller," 1,416,636 ",Action,Comedy,-,United States,286,R
86,The Avengers,Robert Downey Jr.,Chris Evans,Scarlett Johansson," 762,103 ",Action,Sci-Fi,-,"$623,357,910",392,PG-13
87,The Incredibles,Craig T. Nelson,Samuel L. Jackson,Holly Hunter," 671,205 ",Animation,Action,Adventure,Black and WhiteColor,685,PG
88,Casino Royale,Daniel Craig,Eva Green,Judi Dench," 828,274 ",Action,Adventure,Thriller,Color,695,PG-13
89,The Revenant,Leonardo DiCaprio,Tom Hardy,Will Poulter," 193,788 ",Action,Adventure,Drama,Hong KongTaiwanUnited States,863,R
90,Akira,Mitsuo Iwata,Nozomu Sasaki,Mami Koyama," 774,302 ",Animation,Action,Drama,Color,"1,124",R
91,Kill Bill: Vol. 2,Uma Thurman,David Carradine,Michael Madsen," 228,502",Action,Crime,Thriller,ColorBlack and White,"1,728",R
92,The Bourne Ultimatum,Matt Damon,Edgar Ramírez,Joan Allen," 644,303 ",Action,Mystery,Thriller,"$227,471,070","1,747",PG-13
93,Ip Man,Donnie Yen,Simon Yam,Siu-Wong Fan," 130,022 ",Action,Biography,Drama,-,"1,807",R
94,Infernal Affairs,Andy Lau,Tony Leung Chiu-wai,Anthony Chau-Sang Wong," 127,694 ",Action,Crime,Drama,ColorBlack and White,"4,070",R
95,Wolfwalkers,Honor Kneafsey,Eva Whittaker,Sean Bean," 35,201",Animation,Action,Adventure,Color,"4,755",PG
96,Baahubali: The Beginning,Prabhas,Rana Daggubati,Anushka Shetty," 106,768 ",Action,Drama,-,Dolby Surround 7.1Dolby AtmosDolby DigitalDTS-StereoIMAX 6-Track,-,Not Rated
97,Elite Squad,Wagner Moura,André Ramiro,Caio Junqueira," 56,102 ",Action,Crime,Drama,-,-,R
98,Sanjuro,Toshirô Mifune,Tatsuya Nakadai,Keiju Kobayashi," 39,455",Action,Drama,Thriller,-,-,Not Rated
99,Haider,Shahid Kapoor,Tabu,Shraddha Kapoor," 84,755 ",Action,Crime,Drama,-,-,Not Rated
100,Elite Squad 2: The Enemy Within,Wagner Moura,Irandhir Santos,André Ramiro," 40,371 ",Action,Crime,Drama,-,-,Not Rated
101,Tae Guk Gi: The Brotherhood of War,Jang Dong-Gun,Won Bin,Eun-ju Lee," 54,216",Action,Drama,War,Color,-,R
102,Karthikeya 2,Nikhil Siddharth,Anupama Parameswaran,Srinivasa Reddy," 63,239",Action,Adventure,Fantasy,-,-,-
103,Andaz Apna Apna,Aamir Khan,Salman Khan,Raveena Tandon," 26,296",Action,Comedy,Romance,-,-,Not Rated
104,Arjun Reddy,Vijay Deverakonda,Shalini Pandey,Jia Sharma," 45,898",Action,Drama,Romance,-,-,Not Rated
105,Nefes: Vatan Sagolsun,Mete Horozoglu,Ilker Kizmaz,Baris Bagci," 34,399",Action,Drama,Thriller,-,-,-
106,1: Nenokkadine,Mahesh Babu,Kriti Sanon,Nassar," 1,342,590 ",Action,Thriller,-,-,-,Not Rated
107,Avatar,Sam Worthington,Zoe Saldana,Sigourney Weaver," 1,083,023 ",Action,Adventure,Fantasy,"$785,221,649",276,PG-13
108,Iron Man,Robert Downey Jr.,Gwyneth Paltrow,Terrence Howard," 413,048",Action,Adventure,Sci-Fi,United StatesCanada,330,PG-13
109,Zack Snyder's Justice League,Henry Cavill,Ben Affleck,Gal Gadot," 776,736 ",Action,Adventure,Fantasy,United States,406,R
110,Thor: Ragnarok,Chris Hemsworth,Tom Hiddleston,Cate Blanchett," 610,479 ",Action,Adventure,Comedy,"$315,058,289",671,PG-13
111,Star Trek,Chris Pine,Zachary Quinto,Simon Pegg," 699,595 ",Action,Adventure,Sci-Fi,"$257,730,019",696,PG-13
112,Edge of Tomorrow,Tom Cruise,Emily Blunt,Bill Paxton," 559,007 ",Action,Adventure,Sci-Fi,Color,735,PG-13
113,The Bourne Identity,Franka Potente,Matt Damon,Chris Cooper," 725,291 ",Action,Mystery,Thriller,Color,910,PG-13
114,X-Men: Days of Future Past,Patrick Stewart,Ian McKellen,Hugh Jackman," 511,841 ",Action,Adventure,Sci-Fi,"$233,921,534","1,047",PG-13
115,Children of Men,Julianne Moore,Clive Owen,Chiwetel Ejiofor," 205,965 ",Action,Drama,Sci-Fi,Color,"1,145",R
116,The Blues Brothers,John Belushi,Dan Aykroyd,Cab Calloway," 695,248 ",Action,Adventure,Comedy,Color,"1,432",R
117,District 9,Sharlto Copley,David James,Jason Cope," 275,728 ",Action,Sci-Fi,Thriller,Color,"1,477",R
118,"Crouching Tiger, Hidden Dragon",Chow Yun-Fat,Michelle Yeoh,Ziyi Zhang," 223,525 ",Action,Adventure,Drama,Color,"1,763",PG-13
119,A Fistful of Dollars,Clint Eastwood,Gian Maria Volontè,Marianne Koch," 148,585 ",Action,Drama,Western,Color,"2,117",R
120,Ghost in the Shell,Atsuko Tanaka,Iemasa Kayumi,Akio Ôtsuka," 127,182 ",Animation,Action,Crime,"$889,074","2,276",TV-MA
121,The Raid 2,Iko Uwais,Yayan Ruhian,Arifin Putra," 184,479 ",Action,Crime,Thriller,Color,"3,256",R
122,Hero,Jet Li,Tony Leung Chiu-wai,Maggie Cheung," 87,448 ",Action,Adventure,Drama,ColorBlack and White,"3,577",PG-13
123,The Wild Bunch,William Holden,Ernest Borgnine,Robert Ryan," 166,317 ",Action,Adventure,Drama,Color,"3,640",R
124,Letters from Iwo Jima,Ken Watanabe,Kazunari Ninomiya,Tsuyoshi Ihara," 27,451 ",Action,Adventure,Drama,Color,"3,753",R
125,A Taxi Driver,Song Kang-ho,Thomas Kretschmann,Hae-Jin Yoo," 52,843 ",Action,Drama,History,Color,-,Not Rated
126,The Adventures of Robin Hood,Errol Flynn,Olivia de Havilland,Basil Rathbone," 58,829",Action,Adventure,Romance,Color,-,PG
127,Baby,Akshay Kumar,Danny Denzongpa,Rana Daggubati," 57,859",Action,Crime,Thriller,-,-,Not Rated
128,Airlift,Akshay Kumar,Nimrat Kaur,Kumud Mishra," 40,558",Action,Drama,History,-,-,Not Rated
129,Vishwaroopam,Pooja Kumar,Miles Anderson,Kamal Haasan," 450,375 ",Action,Thriller,-,Color,-,Not Rated
130,Everything Everywhere All at Once,Michelle Yeoh,Stephanie Hsu,Jamie Lee Curtis," 700,937 ",Action,Adventure,Comedy,"$77,191,785",56,R
131,The Batman,Robert Pattinson,Zoë Kravitz,Jeffrey Wright," 360,955 ",Action,Crime,Drama,"$369,345,583",95,PG-13
132,The Gentlemen,Matthew McConaughey,Charlie Hunnam,Michelle Dockery," 206,348",Action,Comedy,Crime,Color,191,R
133,All Quiet on the Western Front,Felix Kammerer,Albrecht Schuch,Aaron Hilmer," 150,614 ",Action,Drama,War,-,210,R
134,RRR,N.T. Rama Rao Jr.,Ram Charan,Ajay Devgn," 658,199 ",Action,Drama,-,Color,348,Not Rated
135,Rogue One: A Star Wars Story,Felicity Jones,Diego Luna,Alan Tudyk," 664,991 ",Action,Adventure,Sci-Fi,"$533,539,991",378,PG-13
136,Drive,Ryan Gosling,Carey Mulligan,Bryan Cranston," 682,828 ",Action,Drama,-,"$35,061,555",386,R
137,Dunkirk,Fionn Whitehead,Barry Keoghan,Mark Rylance," 320,272 ",Action,Drama,History,"$189,740,665",455,PG-13
138,Apocalypto,Gerardo Taracena,Raoul Max Trujillo,Dalia Hernández," 947,704 ",Action,Adventure,Drama,Color,551,R
139,Star Wars: Episode VII - The Force Awakens,Daisy Ridley,John Boyega,Oscar Isaac," 425,951 ",Action,Adventure,Sci-Fi,United States,623,PG-13
140,Ghostbusters,Bill Murray,Dan Aykroyd,Sigourney Weaver," 812,271 ",Action,Comedy,Fantasy,"$243,578,797",745,PG
141,Captain America: Civil War,Chris Evans,Robert Downey Jr.,Scarlett Johansson," 434,696 ",Action,Sci-Fi,-,"$408,084,349",755,PG-13
142,Predator,Arnold Schwarzenegger,Carl Weathers,Kevin Peter Hall," 710,039 ",Action,Adventure,Horror,United StatesMexico,795,R
143,Skyfall,Daniel Craig,Javier Bardem,Naomie Harris," 517,360 ",Action,Adventure,Thriller,"$304,360,277",896,PG-13
144,Hot Fuzz,Simon Pegg,Nick Frost,Martin Freeman," 614,971 ",Action,Comedy,Mystery,"$23,637,265",996,R
145,Taken,Liam Neeson,Maggie Grace,Famke Janssen," 867,154 ",Action,Crime,Thriller,Color,"1,126",PG-13
146,Captain America: The Winter Soldier,Chris Evans,Samuel L. Jackson,Scarlett Johansson," 304,767 ",Action,Adventure,Sci-Fi,"$259,766,572","1,156",PG-13
147,The Fugitive,Harrison Ford,Tommy Lee Jones,Sela Ward," 473,599 ",Action,Crime,Drama,"$183,875,760","1,273",PG-13
148,Captain Phillips,Tom Hanks,Barkhad Abdi,Barkhad Abdirahman," 452,347 ",Action,Biography,Crime,Color,"1,295",PG-13
149,The Last Samurai,Tom Cruise,Ken Watanabe,Billy Connolly," 476,966 ",Action,Drama,-,Color,"1,458",R
150,Big Hero 6,Ryan Potter,Scott Adsit,Jamie Chung," 137,238 ",Animation,Action,Adventure,Color,"1,540",PG
151,I Saw the Devil,Lee Byung-hun,Choi Min-sik,Jeon Gook-hwan," 300,352 ",Action,Crime,Drama,-,"1,603",Not Rated
152,Serenity,Nathan Fillion,Gina Torres,Chiwetel Ejiofor," 377,159 ",Action,Adventure,Sci-Fi,Color,"1,702",PG-13
153,The Fighter,Mark Wahlberg,Christian Bale,Amy Adams," 60,777",Action,Biography,Drama,Color,"1,784",R
154,Thirteen Lives,Viggo Mortensen,Colin Farrell,Joel Edgerton," 347,825 ",Action,Adventure,Biography,-,"1,859",PG-13
155,How to Train Your Dragon 2,Jay Baruchel,Cate Blanchett,Gerard Butler," 69,226",Animation,Action,Adventure,"$177,002,924","2,590",PG
156,The Chaser,Kim Yoon-seok,Ha Jung-woo,Yeong-hie Seo," 38,899",Action,Crime,Drama,Color,-,Not Rated
157,Ninja Scroll,Kôichi Yamadera,Emi Shinohara,Takeshi Aono," 53,553 ",Animation,Action,Adventure,Color,-,Not Rated
158,Batman: Mask of the Phantasm,Kevin Conroy,Dana Delany,Hart Bochner," 59,148",Animation,Action,Adventure,Color,-,PG
159,"Aguirre, the Wrath of God",Klaus Kinski,Ruy Guerra,Helena Rojo," 50,686 ",Action,Adventure,Biography,-,-,Not Rated
160,Cowboy Bebop: The Movie,Beau Billingslea,Melissa Fahn,Nicholas Guest," 49,599",Animation,Action,Crime,-,-,TV-14
161,The Killer,Chow Yun-Fat,Danny Lee,Sally Yeh," 32,105 ",Action,Crime,Drama,-,-,R
162,Knockin' on Heaven's Door,Til Schweiger,Jan Josef Liefers,Thierry van Werveke," 31,102",Action,Crime,Comedy,-,-,Not Rated
163,Minnal Murali,Tovino Thomas,Guru Somasundaram,Aju Varghese," 387,792 ",Action,Comedy,Drama,-,-,TV-14
164,Avatar: The Way of Water,Sam Worthington,Zoe Saldana,Sigourney Weaver," 686,980 ",Action,Adventure,Fantasy,"$684,075,767",50,PG-13
165,Kingsman: The Secret Service,Colin Firth,Taron Egerton,Samuel L. Jackson," 407,496 ",Action,Adventure,Comedy,Color,194,R
166,Black Hawk Down,Josh Hartnett,Ewan McGregor,Tom Sizemore," 345,219 ",Action,Drama,History,Color,316,R
167,Mission: Impossible - Fallout,Tom Cruise,Henry Cavill,Ving Rhames," 76,137 ",Action,Adventure,Thriller,Color,354,PG-13
168,The Dirty Dozen,Lee Marvin,Ernest Borgnine,Charles Bronson," 142,753 ",Action,Adventure,War,Color,417,Approved
169,The Count of Monte Cristo,Jim Caviezel,Guy Pearce,Christopher Adamson," 320,480 ",Action,Adventure,Drama,-,693,PG-13
170,3:10 to Yuma,Russell Crowe,Christian Bale,Ben Foster," 369,608 ",Action,Crime,Drama,"$53,606,916",763,R
171,The Lego Movie,Chris Pratt,Will Ferrell,Elizabeth Banks," 489,458 ",Animation,Action,Adventure,-,981,PG
172,Star Trek Into Darkness,Chris Pine,Zachary Quinto,Zoe Saldana," 177,694 ",Action,Adventure,Sci-Fi,"$228,778,661","1,003",PG-13
173,The Last of the Mohicans,Daniel Day-Lewis,Madeleine Stowe,Russell Means," 450,493 ",Action,Adventure,Drama,Color,"1,050",R
174,Training Day,Denzel Washington,Ethan Hawke,Scott Glenn," 372,191 ",Action,Crime,Drama,Color,"1,068",R
175,Man on Fire,Denzel Washington,Christopher Walken,Dakota Fanning," 705,080 ",Action,Crime,Drama,Color,"1,116",R
176,X-Men: First Class,James McAvoy,Michael Fassbender,Jennifer Lawrence," 57,454 ",Action,Sci-Fi,-,Color,"1,168",PG-13
177,The Longest Day,John Wayne,Robert Ryan,Richard Burton," 473,724 ",Action,Drama,History,Black and White,"1,384",G
178,The Bourne Supremacy,Matt Damon,Franka Potente,Joan Allen," 98,330 ",Action,Mystery,Thriller,Color,"1,408",PG-13
179,The Magnificent Seven,Yul Brynner,Steve McQueen,Charles Bronson," 262,452 ",Action,Adventure,Drama,Color,"1,573",Approved
180,First Blood,Sylvester Stallone,Brian Dennehy,Richard Crenna," 144,598 ",Action,Adventure,Thriller,"$47,212,904","1,596",R
181,Kung Fu Hustle,Stephen Chow,Wah Yuen,Qiu Yuen," 243,503 ",Action,Comedy,Fantasy,Color,"1,993",R
182,The Boondock Saints,Willem Dafoe,Sean Patrick Flanery,Norman Reedus," 161,839 ",Action,Thriller,-,ColorBlack and White,"2,007",R
183,Dirty Harry,Clint Eastwood,Andrew Robinson,Harry Guardino," 195,767 ",Action,Crime,Thriller,Color,"2,147",R
184,Goldfinger,Sean Connery,Gert Fröbe,Honor Blackman," 125,266 ",Action,Adventure,Thriller,-,"2,381",PG
185,Star Trek II: The Wrath of Khan,William Shatner,Leonard Nimoy,DeForest Kelley," 116,541",Action,Adventure,Sci-Fi,"$79,707,906","2,849",PG
186,Bonnie and Clyde,Warren Beatty,Faye Dunaway,Michael J. Pollard," 127,688 ",Action,Biography,Crime,-,"2,988",R
187,The French Connection,Gene Hackman,Roy Scheider,Fernando Rey," 202,397 ",Action,Crime,Drama,Color,"3,133",R
188,Run Lola Run,Franka Potente,Moritz Bleibtreu,Herbert Knaup," 71,998 ",Action,Crime,Thriller,ColorBlack and White,"4,059",R
189,The Man from Nowhere,Won Bin,Kim Sae-ron,Kim Tae-hoon," 133,712 ",Action,Crime,Drama,-,"4,301",R
190,Kubo and the Two Strings,Charlize Theron,Art Parkinson,Matthew McConaughey," 75,349",Animation,Action,Adventure,-,"4,405",PG
191,Badlands,Martin Sheen,Sissy Spacek,Warren Oates," 33,760",Action,Crime,Drama,Color,"4,466",PG
192,Ponniyin Selvan: Part I,Vikram,Aishwarya Rai Bachchan,Jayam Ravi," 42,571",Action,Adventure,Drama,Color,"4,564",Not Rated
193,Key Largo,Humphrey Bogart,Edward G. Robinson,Lauren Bacall," 29,110",Action,Crime,Drama,Black and White,-,Not Rated
194,Scarface,Paul Muni,Ann Dvorak,Karen Morley," 52,151",Action,Crime,Drama,Black and White,-,PG
195,Hard Boiled,Chow Yun-Fat,Tony Leung Chiu-wai,Teresa Mo," 32,205",Action,Crime,Thriller,Color,-,R
196,Joint Security Area,Lee Yeong-ae,Lee Byung-hun,Song Kang-ho," 29,490 ",Action,Drama,Thriller,-,-,Not Rated
197,Dragon Ball Super: Broly,Masako Nozawa,Aya Hisakawa,Ryô Horikawa," 25,957",Animation,Action,Adventure,-,-,PG
198,Eega,Sudeep,Nani,Samantha Ruth Prabhu," 31,410",Action,Comedy,Drama,-,-,Not Rated
199,Udta Punjab,Shahid Kapoor,Alia Bhatt,Kareena Kapoor," 32,300",Action,Crime,Drama,-,-,Not Rated
200,Raazi,Alia Bhatt,Vicky Kaushal,Rajit Kapoor," 716,313 ",Action,Drama,Thriller,-,-,Not Rated
201,Guardians of the Galaxy Vol. 2,Chris Pratt,Zoe Saldana,Dave Bautista," 605,757 ",Action,Adventure,Comedy,Dolby DigitalDolby Surround 7.1IMAX 6-TrackDolby Atmos,97,PG-13
202,Deadpool 2,Ryan Reynolds,Josh Brolin,Morena Baccarin," 486,357 ",Action,Adventure,Comedy,"$324,591,735",271,R
203,The Fifth Element,Bruce Willis,Milla Jovovich,Gary Oldman," 446,565 ",Action,Adventure,Sci-Fi,Color,291,PG-13
204,Sicario,Emily Blunt,Josh Brolin,Benicio Del Toro," 836,811 ",Action,Crime,Drama,United StatesMexicoHong Kong,407,R
205,300,Gerard Butler,Lena Headey,David Wenham," 564,566 ",Action,Drama,-,Color,415,R
206,Harry Potter and the Half-Blood Prince,Daniel Radcliffe,Emma Watson,Rupert Grint," 812,330 ",Action,Adventure,Family,Color,474,PG
207,Star Wars: Episode III - Revenge of the Sith,Hayden Christensen,Natalie Portman,Ewan McGregor," 567,174 ",Action,Adventure,Fantasy,"$380,270,577",585,PG-13
208,Baby Driver,Ansel Elgort,Jon Bernthal,Jon Hamm," 563,017 ",Action,Crime,Drama,Color,621,R
209,Watchmen,Jackie Earle Haley,Patrick Wilson,Carla Gugino," 106,133 ",Action,Drama,Mystery,SDDSDTSDolby DigitalDolby,725,R
210,The Warriors,Michael Beck,James Remar,Dorsey Wright," 309,878 ",Action,Crime,Thriller,-,846,R
211,Incredibles 2,Craig T. Nelson,Holly Hunter,Sarah Vowell," 60,547",Animation,Action,Adventure,Color,938,PG
212,Where Eagles Dare,Richard Burton,Clint Eastwood,Mary Ure," 267,665 ",Action,Adventure,War,2.35 : 1,961,M
213,RoboCop,Peter Weller,Nancy Allen,Dan O'Herlihy," 234,899 ",Action,Crime,Sci-Fi,"$53,424,681","1,026",R
214,Train to Busan,Gong Yoo,Jung Yu-mi,Ma Dong-seok," 595,644 ",Action,Horror,Thriller,-,"1,035",Not Rated
215,Zombieland,Jesse Eisenberg,Emma Stone,Woody Harrelson," 489,058 ",Action,Comedy,Horror,Color,"1,045",R
216,Kung Fu Panda,Jack Black,Ian McShane,Angelina Jolie," 296,898 ",Animation,Action,Adventure,Color,"1,140",PG
217,Creed,Michael B. Jordan,Sylvester Stallone,Tessa Thompson," 186,237 ",Action,Drama,Sport,"$109,778,883","1,147",PG-13
218,The Road Warrior,Mel Gibson,Bruce Spence,Michael Preston," 575,378 ",Action,Adventure,Sci-Fi,"$23,667,907","1,183",R
219,Kick-Ass,Aaron Taylor-Johnson,Nicolas Cage,Chloë Grace Moretz," 197,006 ",Action,Comedy,Crime,"$48,071,303","1,187",R
220,Falling Down,Michael Douglas,Robert Duvall,Barbara Hershey," 565,479 ",Action,Crime,Drama,Color,"1,264",R
221,Minority Report,Tom Cruise,Colin Farrell,Samantha Morton," 648,461 ",Action,Crime,Mystery,Color,"1,416",PG-13
222,Sherlock Holmes,Robert Downey Jr.,Jude Law,Rachel McAdams," 266,471 ",Action,Adventure,Mystery,"$209,028,679","1,624",PG-13
223,Lethal Weapon,Mel Gibson,Danny Glover,Gary Busey," 540,489 ",Action,Crime,Thriller,"$65,207,127","1,676",R
224,Rise of the Planet of the Apes,James Franco,Andy Serkis,Freida Pinto," 188,415",Action,Drama,Sci-Fi,"$176,760,185","1,711",PG-13
225,Battle Royale,Tatsuya Fujiwara,Aki Maeda,Tarô Yamamoto," 451,881 ",Action,Adventure,Drama,Color,"1,752",Not Rated
226,Dawn of the Planet of the Apes,Gary Oldman,Keri Russell,Andy Serkis," 210,280 ",Action,Adventure,Drama,Color,"1,845",PG-13
227,The Raid: Redemption,Iko Uwais,Ananda George,Ray Sahetapy," 256,852 ",Action,Crime,Thriller,Color,"1,901",R
228,End of Watch,Jake Gyllenhaal,Michael Peña,Anna Kendrick," 107,796 ",Action,Adventure,Crime,ColorBlack and White,"2,296",R
229,Enter the Dragon,Bruce Lee,John Saxon,Jim Kelly," 396,067 ",Action,Crime,Drama,"$25,259","2,332",R
230,Die Hard with a Vengeance,Bruce Willis,Jeremy Irons,Samuel L. Jackson," 67,060 ",Action,Adventure,Thriller,"$100,012,499","2,819",R
231,Hotel Mumbai,Dev Patel,Armie Hammer,Nazanin Boniadi," 73,132 ",Action,Drama,History,Color,"3,155",R
232,Only the Brave,Josh Brolin,Miles Teller,Jeff Bridges," 141,821 ",Action,Biography,Drama,-,"3,481",PG-13
233,Escape from Alcatraz,Clint Eastwood,Patrick McGoohan,Roberts Blossom," 128,850 ",Action,Biography,Crime,-,"3,522",PG
234,Star Trek: First Contact,Patrick Stewart,Jonathan Frakes,Brent Spiner," 108,427 ",Action,Adventure,Drama,"$92,027,888","3,813",PG-13
235,United 93,David Alan Basche,Olivia Thirlby,Liza Colón-Zayas," 32,962 ",Action,Drama,History,-,-,R
236,The Taking of Pelham One Two Three,Walter Matthau,Robert Shaw,Martin Balsam," 33,505 ",Action,Crime,Thriller,-,-,R
237,Vampire Hunter D: Bloodlust,Andrew Philpot,John Rafter Lee,Pamela Adlon," 77,433 ",Animation,Action,Drama,-,-,R
238,Fearless,Jet Li,Li Sun,Yong Dong," 80,514",Action,Biography,Drama,Color,-,PG-13
239,Pushpa: The Rise - Part 1,Allu Arjun,Fahadh Faasil,Rashmika Mandanna," 41,265",Action,Crime,Drama,-,-,-
240,Ludo,Pankaj Tripathi,Abhishek Bachchan,Rajkummar Rao," 69,197",Action,Comedy,Crime,-,-,TV-MA
241,Cell 211,Luis Tosar,Alberto Ammann,Antonio Resines," 25,748 ",Action,Adventure,Crime,-,-,-
242,Evangelion: 1.0 You Are (Not) Alone,Megumi Ogata,Megumi Hayashibara,Kotono Mitsuishi," 31,798",Animation,Action,Drama,Color,-,PG-13
243,Lupin III: The Castle of Cagliostro,Yasuo Yamada,Eiko Masuyama,Kiyoshi Kobayashi," 25,394 ",Animation,Action,Adventure,Color,-,-
244,The Boy and the Beast,Kôji Yakusho,Aoi Miyazaki,Shôta Sometani," 28,177",Animation,Action,Adventure,-,-,PG-13
245,Mortal World,Ahmet Mümtaz Taylan,Alper Kul,Sarp Apak," 44,895",Action,Comedy,Crime,-,-,-
246,The Covenant,Jake Gyllenhaal,Dar Salim,Sean Sagar," 504,119 ",Action,Thriller,War,-,19,R
247,Indiana Jones and the Temple of Doom,Harrison Ford,Kate Capshaw,Ke Huy Quan," 387,579 ",Action,Adventure,-,Color,203,PG
248,Batman,Michael Keaton,Jack Nicholson,Kim Basinger," 601,546 ",Action,Adventure,-,Color,419,PG-13
249,Harry Potter and the Order of the Phoenix,Daniel Radcliffe,Emma Watson,Rupert Grint," 441,919 ",Action,Adventure,Family,Color,451,PG-13
250,Scott Pilgrim vs. the World,Michael Cera,Mary Elizabeth Winstead,Kieran Culkin," 512,734 ",Action,Comedy,Fantasy,Color,568,PG-13
251,Fury,Brad Pitt,Shia LaBeouf,Logan Lerman," 295,611 ",Action,Drama,War,Color,602,R
252,Lone Survivor,Mark Wahlberg,Taylor Kitsch,Emile Hirsch," 684,092 ",Action,Biography,Drama,Color,641,R
